,x
2502,14367
2503,175088
2504,38891
2505,93211
2506,130947
2507,162724
2508,138818
2509,166559
2510,77500
2511,113397
2512,169497
2513,128736
2514,67008
2515,17670
2516,42386
2517,8425
2518,196046
2519,194731
2520,146335
2521,97711
2522,164434
2523,101031
2524,36987
2525,189288
2526,149475
2527,47588
2528,80870
2529,144243
2530,129713
2531,90760
2532,72226
2533,153062
2534,168539
2535,172985
2536,148413
2537,190359
2538,69305
2539,28713
2540,40297
2541,159495
2542,165180
2543,98783
2544,105070
2545,111430
2546,6620
2547,191820
2548,95528
2549,164180
2550,120720
2551,117300
2552,18066
2553,13025
2554,37310
2555,12942
2556,65861
2557,192065
2558,40657
2559,128046
2560,144852
2561,623
2562,50136
2563,5258
2564,87940
2565,101186
2566,175005
2567,109247
2568,131662
2569,31493
2570,91097
2571,159757
2572,157443
2573,77054
2574,120019
2575,173892
2576,27128
2577,48211
2578,31886
2579,139249
2580,138014
2581,80355
2582,17038
2583,170423
2584,37022
2585,140571
2586,191393
2587,109427
2588,124407
2589,181866
2590,144649
2591,41166
2592,119874
2593,177344
2594,48575
2595,3836
2596,36069
2597,182758
2598,102354
2599,46613
2600,107245
2601,181525
2602,48068
2603,46882
2604,175291
2605,122530
2606,57966
2607,41466
2608,116445
2609,19491
2610,36984
2611,192240
2612,120662
2613,91193
2614,187888
2615,63358
2616,29722
2617,99122
2618,33611
2619,181382
2620,75786
2621,15658
2622,45613
2623,172774
2624,71231
2625,162687
2626,98542
2627,176924
2628,77539
2629,96462
2630,6100
2631,86435
2632,78926
2633,168109
2634,147825
2635,97775
2636,46715
2637,193489
2638,27389
2639,118513
2640,96658
2641,119595
2642,161278
2643,76128
2644,191952
2645,157481
2646,158352
2647,60631
2648,86487
2649,56794
2650,109262
2651,92254
2652,30733
2653,27787
2654,3974
2655,83005
2656,154522
2657,133194
2658,46075
2659,101103
2660,96016
2661,191379
2662,109692
2663,61637
2664,179537
2665,169034
2666,99993
2667,43485
2668,26327
2669,158082
2670,27231
2671,54388
2672,71799
2673,20728
2674,110401
2675,95711
2676,162715
2677,110318
2678,64934
2679,64893
2680,82663
2681,74467
2682,188337
2683,931
2684,96258
2685,64658
2686,100472
2687,30242
2688,113964
2689,148280
2690,47806
2691,147132
2692,107383
2693,167396
2694,152903
2695,54166
2696,176829
2697,98639
2698,29946
2699,109222
2700,81009
2701,130743
2702,125466
2703,184522
2704,133474
2705,141692
2706,119489
2707,72254
2708,134561
2709,189021
2710,150370
2711,118232
2712,20319
2713,181328
2714,90669
2715,86404
2716,37787
2717,83393
2718,33477
2719,159873
2720,66818
2721,143137
2722,157768
2723,69591
2724,173689
2725,149834
2726,65223
2727,54369
2728,66166
2729,103549
2730,169615
2731,133368
2732,73243
2733,131669
2734,143858
2735,80289
2736,60696
2737,71083
2738,23826
2739,167700
2740,154655
2741,159841
2742,72002
2743,90899
2744,9516
2745,27297
2746,174072
2747,149955
2748,130686
2749,166279
2750,34738
2751,193877
2752,77676
2753,80562
2754,154268
2755,186932
2756,147962
2757,99187
2758,189826
2759,69931
2760,28007
2761,52924
2762,147732
2763,185076
2764,183330
2765,30757
2766,55363
2767,61780
2768,2176
2769,145079
2770,178346
2771,65622
2772,15214
2773,191487
2774,134421
2775,50802
2776,101809
2777,32909
2778,52524
2779,65178
2780,186083
2781,60491
2782,101576
2783,78691
2784,113044
2785,96150
2786,113134
2787,56572
2788,114504
2789,120132
2790,15614
2791,64718
2792,76634
2793,139599
2794,108983
2795,12090
2796,70040
2797,134105
2798,58619
2799,137504
2800,84095
2801,122788
2802,51398
2803,148825
2804,83833
2805,80994
2806,148525
2807,192779
2808,179844
2809,63877
2810,537
2811,111350
2812,140098
2813,176339
2814,2348
2815,54868
2816,129067
2817,31870
2818,131062
2819,133228
2820,108238
2821,128399
2822,158958
2823,60690
2824,3265
2825,70598
2826,44943
2827,154592
2828,32212
2829,117096
2830,105732
2831,31153
2832,98962
2833,62972
2834,187372
2835,96438
2836,124733
2837,157403
2838,57974
2839,144562
2840,173794
2841,98256
2842,179840
2843,192745
2844,176233
2845,112256
2846,135276
2847,22252
2848,97639
2849,663
2850,102505
2851,48888
2852,179000
2853,197511
2854,23338
2855,90737
2856,111227
2857,157132
2858,145408
2859,164038
2860,78506
2861,4248
2862,46602
2863,88483
2864,189652
2865,86459
2866,106145
2867,188590
2868,21421
2869,195631
2870,61028
2871,70879
2872,33559
2873,190605
2874,17702
2875,148797
2876,149156
2877,128320
2878,124696
2879,37759
2880,164888
2881,93168
2882,84867
2883,96542
2884,101885
2885,159401
2886,71667
2887,53738
2888,130326
2889,193655
2890,32928
2891,195154
2892,185751
2893,152355
2894,101502
2895,12539
2896,85642
2897,99437
2898,80463
2899,39790
2900,94642
2901,188427
2902,107924
2903,14812
2904,22734
2905,185497
2906,4749
2907,19428
2908,48014
2909,131711
2910,154743
2911,70189
2912,180911
2913,110953
2914,147509
2915,125805
2916,125577
2917,47451
2918,151957
2919,152462
2920,103385
2921,85004
2922,21811
2923,50486
2924,82053
2925,129929
2926,12035
2927,47273
2928,15120
2929,1126
2930,189579
2931,74406
2932,117815
2933,44315
2934,118857
2935,138313
2936,71200
2937,184015
2938,66255
2939,75339
2940,122738
2941,85048
2942,27881
2943,49468
2944,17724
2945,31482
2946,23836
2947,102823
2948,103035
2949,70591
2950,132379
2951,156435
2952,139379
2953,83512
2954,21386
2955,143001
2956,187198
2957,38066
2958,56688
2959,185326
2960,117758
2961,132724
2962,128219
2963,100626
2964,125086
2965,145997
2966,116
2967,176085
2968,157471
2969,189158
2970,134089
2971,46942
2972,153255
2973,160004
2974,26946
2975,34467
2976,164195
2977,124322
2978,9010
2979,148198
2980,7339
2981,20644
2982,32030
2983,62981
2984,175045
2985,41696
2986,18383
2987,137517
2988,111829
2989,62959
2990,176482
2991,94853
2992,69958
2993,194363
2994,191058
2995,31524
2996,178490
2997,62353
2998,77956
2999,99120
3000,152500
3001,9335
3002,70137
3003,57994
3004,85199
3005,50380
3006,181733
3007,153786
3008,69562
3009,66454
3010,55032
3011,132788
3012,58823
3013,10578
3014,154286
3015,183134
3016,7609
3017,782
3018,66275
3019,21788
3020,197327
3021,87159
3022,116435
3023,131790
3024,156950
3025,116913
3026,87802
3027,128670
3028,48547
3029,33524
3030,101292
3031,106225
3032,55279
3033,14254
3034,150689
3035,11319
3036,140948
3037,61998
3038,100940
3039,52544
3040,86196
3041,87622
3042,73773
3043,25330
3044,141647
3045,16114
3046,29397
3047,81241
3048,93021
3049,73403
3050,15848
3051,81250
3052,104030
3053,145583
3054,103758
3055,147296
3056,136472
3057,173919
3058,178711
3059,112665
3060,73695
3061,39964
3062,92820
3063,146150
3064,52653
3065,147462
3066,10702
3067,16547
3068,165491
3069,119966
3070,160951
3071,70571
3072,73295
3073,26610
3074,125308
3075,59256
3076,117555
3077,171125
3078,190084
3079,72209
3080,180795
3081,134802
3082,90486
3083,165740
3084,158556
3085,186484
3086,194938
3087,127114
3088,168222
3089,32126
3090,178887
3091,134492
3092,175571
3093,123344
3094,5167
3095,163928
3096,162811
3097,47904
3098,94773
3099,37514
3100,58191
3101,119066
3102,120179
3103,46152
3104,196671
3105,2595
3106,184538
3107,131147
3108,47878
3109,15580
3110,123608
3111,39320
3112,132780
3113,61541
3114,118579
3115,128494
3116,111693
3117,173388
3118,132333
3119,10416
3120,125243
3121,60622
3122,9773
3123,90338
3124,144007
3125,155339
3126,77692
3127,155208
3128,155983
3129,169757
3130,74060
3131,133261
3132,51499
3133,33424
3134,27421
3135,84416
3136,37519
3137,10603
3138,183036
3139,132883
3140,51498
3141,142908
3142,184071
3143,182625
3144,119824
3145,116431
3146,138799
3147,151870
3148,188422
3149,87908
3150,20110
3151,123271
3152,35284
3153,114105
3154,72125
3155,104888
3156,133957
3157,176393
3158,75779
3159,63867
3160,144534
3161,17210
3162,117772
3163,49965
3164,58781
3165,127107
3166,9181
3167,71680
3168,37902
3169,123443
3170,29423
3171,148573
3172,21043
3173,119898
3174,90289
3175,193706
3176,123483
3177,171271
3178,92988
3179,51966
3180,141737
3181,105986
3182,178981
3183,124207
3184,146968
3185,128919
3186,65155
3187,104320
3188,159972
3189,33610
3190,100288
3191,12637
3192,132210
3193,160485
3194,129833
3195,161519
3196,1715
3197,111901
3198,181649
3199,191177
3200,75419
3201,189609
3202,150490
3203,14310
3204,81208
3205,130035
3206,142823
3207,24651
3208,63303
3209,69166
3210,80560
3211,176490
3212,192083
3213,51577
3214,153554
3215,130744
3216,138091
3217,51786
3218,97936
3219,94434
3220,190499
3221,80912
3222,181922
3223,8203
3224,189257
3225,125460
3226,109486
3227,90716
3228,6306
3229,63442
3230,99884
3231,20063
3232,65528
3233,93317
3234,190043
3235,150013
3236,114981
3237,24252
3238,59162
3239,92275
3240,189104
3241,101283
3242,104924
3243,117667
3244,80430
3245,21293
3246,152910
3247,36111
3248,116040
3249,36087
3250,64447
3251,107802
3252,124046
3253,23486
3254,93625
3255,26923
3256,63095
3257,73576
3258,118517
3259,129834
3260,160978
3261,46518
3262,104347
3263,52312
3264,145803
3265,105414
3266,189732
3267,193730
3268,170505
3269,105468
3270,160257
3271,60247
3272,192176
3273,76132
3274,194962
3275,28693
3276,147021
3277,180509
3278,135691
3279,97037
3280,2913
3281,13114
3282,64581
3283,1198
3284,37988
3285,93669
3286,55900
3287,108303
3288,50916
3289,53981
3290,142848
3291,134750
3292,97457
3293,115587
3294,70261
3295,166064
3296,179605
3297,78687
3298,193850
3299,55903
3300,140655
3301,76884
3302,32217
3303,82587
3304,105456
3305,33218
3306,196167
3307,2205
3308,142996
3309,685
3310,122064
3311,147415
3312,30043
3313,61127
3314,60743
3315,147175
3316,12044
3317,173470
3318,94904
3319,88874
3320,142022
3321,126384
3322,178499
3323,4589
3324,18664
3325,99474
3326,122000
3327,123010
3328,122657
3329,149348
3330,9791
3331,86117
3332,186569
3333,167286
3334,124191
3335,13105
3336,35826
3337,69631
3338,31901
3339,100169
3340,60077
3341,168703
3342,190300
3343,120986
3344,68292
3345,4511
3346,138001
3347,117487
3348,97098
3349,59507
3350,72318
3351,66468
3352,163393
3353,159932
3354,61313
3355,179340
3356,75642
3357,189595
3358,184432
3359,1869
3360,115957
3361,7436
3362,163418
3363,48546
3364,137099
3365,167821
3366,188814
3367,111393
3368,47193
3369,41050
3370,39802
3371,98245
3372,167484
3373,83569
3374,123707
3375,22905
3376,164505
3377,136571
3378,72338
3379,162891
3380,118400
3381,62817
3382,108595
3383,156901
3384,37191
3385,168567
3386,146868
3387,178662
3388,32157
3389,173285
3390,96798
3391,3200
3392,176203
3393,13701
3394,155155
3395,140402
3396,41522
3397,132702
3398,150755
3399,110370
3400,25712
3401,28484
3402,94215
3403,35241
3404,180421
3405,164552
3406,42931
3407,74812
3408,150081
3409,68682
3410,141833
3411,29989
3412,70167
3413,63083
3414,172190
3415,146152
3416,158914
3417,100260
3418,163357
3419,7369
3420,8520
3421,125667
3422,40744
3423,144230
3424,20003
3425,138825
3426,17829
3427,75788
3428,5901
3429,82140
3430,4856
3431,26640
3432,24890
3433,15886
3434,79278
3435,169084
3436,13335
3437,174510
3438,93316
3439,9291
3440,35621
3441,174369
3442,185032
3443,173661
3444,170965
3445,161975
3446,69182
3447,159963
3448,182117
3449,19016
3450,158072
3451,43828
3452,173293
3453,65197
3454,111925
3455,184915
3456,49936
3457,134703
3458,124797
3459,143683
3460,143743
3461,174621
3462,153149
3463,4084
3464,147482
3465,58918
3466,114396
3467,151362
3468,26606
3469,159430
3470,149516
3471,60245
3472,115069
3473,118818
3474,73703
3475,190292
3476,68849
3477,93420
3478,35857
3479,23571
3480,110939
3481,68619
3482,216
3483,125722
3484,84775
3485,191660
3486,98520
3487,43605
3488,147063
3489,188069
3490,72976
3491,147834
3492,169908
3493,190522
3494,52138
3495,92864
3496,64317
3497,38270
3498,87022
3499,70846
3500,157183
3501,23867
3502,93045
3503,77571
3504,89573
3505,146765
3506,113777
3507,44875
3508,125804
3509,56269
3510,150485
3511,180187
3512,150692
3513,150066
3514,146107
3515,42768
3516,187629
3517,10209
3518,127864
3519,34621
3520,160788
3521,12989
3522,34402
3523,63171
3524,103104
3525,488
3526,96578
3527,169516
3528,165453
3529,58141
3530,97217
3531,92536
3532,117884
3533,194100
3534,92434
3535,152382
3536,9250
3537,175301
3538,161908
3539,80182
3540,106535
3541,103561
3542,29028
3543,119441
3544,33881
3545,157978
3546,32204
3547,43884
3548,104078
3549,1810
3550,89183
3551,27684
3552,170421
3553,14541
3554,167067
3555,95774
3556,124966
3557,16905
3558,146764
3559,113181
3560,155990
3561,103749
3562,190044
3563,185111
3564,172519
3565,128398
3566,189200
3567,74049
3568,165754
3569,169992
3570,170562
3571,169007
3572,81546
3573,172434
3574,92093
3575,110153
3576,139893
3577,132718
3578,132000
3579,111680
3580,74179
3581,147589
3582,150076
3583,128312
3584,152843
3585,83532
3586,102685
3587,6183
3588,45876
3589,3303
3590,164903
3591,539
3592,95858
3593,172166
3594,103222
3595,34962
3596,87716
3597,180606
3598,7651
3599,24190
3600,5823
3601,17345
3602,9680
3603,153730
3604,66735
3605,31788
3606,88560
3607,175918
3608,73098
3609,53718
3610,42029
3611,113662
3612,1148
3613,17504
3614,64216
3615,74867
3616,91279
3617,87815
3618,194295
3619,36415
3620,151880
3621,184739
3622,159782
3623,127201
3624,137683
3625,19814
3626,119457
3627,105244
3628,26588
3629,59274
3630,164759
3631,120327
3632,167783
3633,97087
3634,17767
3635,125600
3636,55893
3637,93975
3638,146180
3639,92063
3640,24148
3641,104241
3642,121630
3643,120277
3644,128886
3645,93788
3646,80935
3647,178722
3648,43785
3649,131554
3650,175950
3651,74965
3652,131368
3653,132854
3654,33450
3655,38101
3656,127619
3657,100254
3658,112329
3659,83637
3660,11765
3661,2330
3662,43141
3663,3837
3664,137066
3665,190153
3666,135139
3667,152201
3668,104710
3669,169244
3670,55633
3671,59498
3672,121093
3673,117367
3674,157938
3675,36325
3676,103077
3677,129181
3678,120723
3679,82452
3680,38680
3681,84186
3682,119715
3683,171494
3684,28446
3685,94920
3686,34382
3687,133556
3688,49524
3689,188555
3690,128637
3691,66023
3692,61948
3693,187328
3694,128408
3695,24175
3696,192125
3697,25666
3698,171111
3699,53758
3700,133864
3701,90956
3702,90913
3703,192058
3704,106760
3705,118661
3706,56421
3707,109862
3708,90514
3709,10739
3710,158018
3711,155561
3712,172614
3713,123324
3714,171818
3715,150023
3716,28799
3717,40072
3718,97323
3719,74680
3720,146742
3721,54103
3722,113766
3723,149138
3724,73119
3725,160067
3726,763
3727,102860
3728,145860
3729,107010
3730,37220
3731,114111
3732,91598
3733,129945
3734,144109
3735,13358
3736,122480
3737,79446
3738,194232
3739,85683
3740,24151
3741,106327
3742,41490
3743,79311
3744,35271
3745,169871
3746,86823
3747,74528
3748,166142
3749,153584
3750,39329
3751,761
3752,149467
3753,76809
3754,122031
3755,90885
3756,103457
3757,120744
3758,96971
3759,141995
3760,76785
3761,192135
3762,158492
3763,152848
3764,139531
3765,138726
3766,93748
3767,186779
3768,182466
3769,64722
3770,137628
3771,48859
3772,1061
3773,11627
3774,18177
3775,115813
3776,185772
3777,64720
3778,30056
3779,26317
3780,161767
3781,13527
3782,20371
3783,32815
3784,63975
3785,135336
3786,153975
3787,182286
3788,659
3789,174920
3790,115010
3791,22397
3792,43332
3793,17332
3794,4884
3795,103072
3796,106857
3797,111155
3798,144256
3799,59516
3800,11100
3801,63687
3802,54327
3803,48217
3804,120457
3805,187149
3806,64618
3807,51425
3808,141315
3809,130720
3810,70358
3811,162887
3812,156878
3813,98951
3814,1513
3815,106743
3816,118782
3817,39361
3818,175639
3819,175415
3820,128843
3821,180609
3822,118511
3823,87838
3824,49023
3825,97377
3826,161366
3827,159614
3828,62920
3829,22318
3830,190418
3831,27851
3832,26155
3833,91809
3834,61796
3835,82054
3836,62273
3837,170242
3838,39708
3839,46412
3840,169550
3841,165292
3842,148599
3843,143763
3844,121114
3845,53239
3846,88622
3847,150645
3848,22532
3849,123424
3850,153094
3851,41381
3852,101868
3853,84092
3854,63923
3855,6266
3856,138912
3857,109949
3858,35712
3859,142063
3860,94659
3861,56354
3862,64056
3863,28625
3864,196194
3865,107277
3866,156197
3867,191056
3868,65610
3869,163557
3870,79955
3871,77401
3872,104722
3873,78565
3874,29173
3875,160803
3876,189861
3877,154555
3878,1911
3879,166967
3880,107176
3881,64586
3882,19575
3883,118814
3884,176832
3885,95452
3886,190336
3887,72202
3888,17194
3889,162129
3890,93980
3891,195127
3892,169048
3893,160153
3894,13131
3895,72831
3896,101492
3897,112644
3898,189716
3899,187970
3900,122603
3901,160605
3902,193073
3903,23712
3904,185902
3905,48877
3906,184663
3907,180385
3908,31774
3909,23748
3910,90266
3911,162917
3912,4702
3913,155392
3914,69412
3915,47645
3916,91111
3917,178747
3918,30429
3919,56838
3920,35800
3921,87446
3922,108341
3923,180252
3924,119079
3925,50585
3926,24432
3927,194513
3928,163253
3929,95279
3930,194106
3931,122106
3932,164597
3933,52767
3934,129144
3935,188891
3936,87525
3937,22120
3938,184738
3939,164414
3940,127719
3941,161858
3942,113463
3943,173889
3944,88349
3945,113307
3946,17990
3947,78775
3948,81652
3949,195619
3950,153950
3951,124297
3952,73223
3953,80226
3954,161800
3955,135390
3956,11624
3957,132177
3958,153091
3959,174825
3960,89158
3961,172307
3962,1220
3963,51315
3964,182138
3965,159051
3966,66114
3967,49880
3968,194391
3969,20407
3970,123173
3971,145737
3972,115468
3973,105410
3974,99179
3975,56625
3976,31680
3977,26674
3978,178554
3979,112335
3980,59315
3981,190289
3982,144909
3983,22965
3984,146453
3985,97882
3986,165875
3987,188754
3988,31490
3989,106584
3990,175180
3991,69517
3992,103054
3993,147560
3994,85473
3995,182293
3996,15187
3997,90630
3998,77439
3999,152520
4000,127654
4001,149474
4002,62474
4003,129590
4004,83995
4005,31033
4006,168840
4007,34407
4008,194119
4009,151620
4010,130032
4011,154635
4012,58409
4013,102969
4014,126652
4015,88843
4016,93733
4017,77585
4018,149643
4019,63420
4020,76094
4021,157799
4022,63177
4023,124319
4024,163120
4025,76572
4026,142236
